zpid_1,zpid_2,zipcode_1,year_month.y_1,zestimate_linear_1,interval_range_linear_1,type_1,yearBuilt_1,bathrooms_1,bedrooms_1,lot_1,lotUnit_1,heating_1,cooling_1,parkingType_1,price.y_1,zipcode_2,year_month.y_2,zestimate_linear_2,interval_range_linear_2,type_2,yearBuilt_2,bathrooms_2,bedrooms_2,lot_2,lotUnit_2,heating_2,cooling_2,parkingType_2,price.y_2
11355981,11366914,15220,2021/10/1,132088.1356,21.18644068,"Single Family Residence, Residential",1940,1,2,3998.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,170000.0,15220,2021/10/1,116101.6949,22.16949153,"Single Family Residence, Residential",1900,2,3,2252.0,sqft,Natural Gas,Central Air,unknown,126000.0
11362200,11366914,15220,2021/10/1,88505.88235,66.52941176,"Single Family Residence, Residential",1925,1,3,0.27,Acres,"Forced Air, Natural Gas",Window A/C,unknown,152000.0,15220,2021/10/1,116101.6949,22.16949153,"Single Family Residence, Residential",1900,2,3,2252.0,sqft,Natural Gas,Central Air,unknown,126000.0
11346658,11356014,15220,2021/2/1,170265.8333,16.66666667,"Single Family Residence, Residential",1942,1,2,6250.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,205000.0,15220,2021/2/1,137505.5556,33.55555556,SingleFamily,1945,2,3,3955.0,sqft,"Other, Gas",Central,unknown,133650.0
11366460,11452696,15220,2021/2/1,232320.0,18.36363636,"Single Family Residence, Residential",1952,3,3,10497.0,sqft,Natural Gas,Central Air,unknown,150000.0,15220,2021/2/1,216546.0,19.33333333,"Single Family Residence, Residential",1935,2,3,7435.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,225000.0
11252211,11452833,15220,2021/3/1,212872.5714,20.21428571,"Single Family Residence, Residential",1951,2,3,6499.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,212000.0,15220,2021/3/1,236759.0,15.0,"Single Family Residence, Residential",1960,3,3,6000.0,sqft,Natural Gas,Central Air,unknown,255000.0
11346782,11346817,15220,2021/3/1,193912.2857,17.14285714,"Single Family Residence, Residential",1945,1,3,5188.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,158000.0,15220,2021/3/1,190982.0,16.0,"Single Family Residence, Residential",1941,1,3,5876.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,197028.0
11346782,11570389,15220,2021/3/1,193912.2857,17.14285714,"Single Family Residence, Residential",1945,1,3,5188.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,158000.0,15220,2021/3/1,174515.6154,30.30769231,"Single Family Residence, Residential",1955,2,3,6555.0,sqft,"Forced Air, Natural Gas",Electric,unknown,202750.0
11355728,11570389,15220,2021/3/1,136943.7692,21.38461538,"Single Family Residence, Residential",1935,1,2,5000.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,155000.0,15220,2021/3/1,174515.6154,30.30769231,"Single Family Residence, Residential",1955,2,3,6555.0,sqft,"Forced Air, Natural Gas",Electric,unknown,202750.0
11480128,11570389,15220,2021/3/1,135009.3077,29.07692308,"Single Family Residence, Residential",1930,2,3,5758.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,156000.0,15220,2021/3/1,174515.6154,30.30769231,"Single Family Residence, Residential",1955,2,3,6555.0,sqft,"Forced Air, Natural Gas",Electric,unknown,202750.0
11577450,11658285,15220,2021/4/1,315565.1667,17.0,SingleFamily,1963,3,5,0.27,Acres,"Other, Forced air, Gas",Central,unknown,325000.0,15220,2021/4/1,283175.8,15.0,"Townhouse, Residential",1994,3,2,2090.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,260500.0
11346963,11573628,15220,2021/6/1,234350.0,21.66666667,"Single Family Residence, Residential",1953,2,3,10650.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,185000.0,15220,2021/6/1,249910.2,12.4,"Single Family Residence, Residential",1952,2,3,0.31,Acres,"Forced Air, Natural Gas",Central Air,unknown,285000.0
11356063,11573628,15220,2021/6/1,210111.0,28.0,"Single Family Residence, Residential",1930,2,4,10001.0,sqft,Natural Gas,Central Air,unknown,215000.0,15220,2021/6/1,249910.2,12.4,"Single Family Residence, Residential",1952,2,3,0.31,Acres,"Forced Air, Natural Gas",Central Air,unknown,285000.0
11453377,11573628,15220,2021/6/1,223899.8889,15.66666667,"Single Family Residence, Residential",1960,2,3,6420.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,205000.0,15220,2021/6/1,249910.2,12.4,"Single Family Residence, Residential",1952,2,3,0.31,Acres,"Forced Air, Natural Gas",Central Air,unknown,285000.0
11346666,11355860,15220,2021/7/1,195409.5417,13.20833333,"Single Family Residence, Residential",1942,1,2,6250.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,200000.0,15220,2021/7/1,221562.9231,14.69230769,"Single Family Residence, Residential",1960,2,4,6298.0,sqft,Natural Gas,"Central Air, Electric",unknown,245000.0
11355811,11355860,15220,2021/7/1,186755.3913,25.34782609,"Single Family Residence, Residential",1950,2,3,5000.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,143500.0,15220,2021/7/1,221562.9231,14.69230769,"Single Family Residence, Residential",1960,2,4,6298.0,sqft,Natural Gas,"Central Air, Electric",unknown,245000.0
11355811,11366454,15220,2021/7/1,186755.3913,25.34782609,"Single Family Residence, Residential",1950,2,3,5000.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,143500.0,15220,2021/7/1,173299.8261,17.60869565,"Single Family Residence, Residential",1954,2,3,7405.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,193000.0
11355811,11573742,15220,2021/7/1,186755.3913,25.34782609,"Single Family Residence, Residential",1950,2,3,5000.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,143500.0,15220,2021/7/1,211927.1429,14.14285714,"Single Family Residence, Residential",1961,2,2,0.35,Acres,"Forced Air, Natural Gas",Central Air,unknown,210500.0
11460087,11577743,15220,2021/8/1,246377.5652,13.52173913,"Single Family Residence, Residential",1967,3,3,0.25,Acres,Natural Gas,Central Air,unknown,215000.0,15220,2021/8/1,251979.8261,14.17391304,"Single Family Residence, Residential",1950,2,3,5998.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,265000.0
11346788,11452697,15220,2022/1/1,217559.1549,26.04225352,"Single Family Residence, Residential",1966,3,4,6054.0,sqft,Natural Gas,Central Air,unknown,259900.0,15220,2022/1/1,194019.6667,14.66666667,"Single Family Residence, Residential",1950,1,3,6250.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,167000.0
11346884,11355993,15220,2022/2/1,192267.6056,17.88732394,"Single Family Residence, Residential",1950,2,3,8455.0,sqft,"Hot Water, Natural Gas","Window A/C, Wall Unit(s)",unknown,185000.0,15220,2022/2/1,163513.5593,17.01694915,"Single Family Residence, Residential",1945,1,3,5384.0,sqft,Natural Gas,Central Air,unknown,154000.0
11355993,11452720,15220,2022/2/1,163513.5593,17.01694915,"Single Family Residence, Residential",1945,1,3,5384.0,sqft,Natural Gas,Central Air,unknown,154000.0,15220,2022/2/1,185700.0,10.73469388,"Single Family Residence, Residential",1955,1,2,6250.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,197000.0
11346948,11476057,15220,2022/5/1,197746.1538,22.1025641,"Single Family Residence, Residential",1941,2,3,7500.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,235575.0,15220,2022/5/1,196565.0,14.95,"Single Family Residence, Residential",1966,3,3,5000.0,sqft,"Natural Gas, Baseboard",Central Air,unknown,180000.0
11346948,11574243,15220,2022/5/1,197746.1538,22.1025641,"Single Family Residence, Residential",1941,2,3,7500.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,235575.0,15220,2022/5/1,186869.2308,16.0,"Single Family Residence, Residential",1954,1,3,3898.0,sqft,"Forced Air, Natural Gas",Window A/C,unknown,125000.0
11356074,11452899,15220,2022/5/1,188627.7778,18.5,"Single Family Residence, Residential",1956,1,3,4051.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,243000.0,15220,2022/5/1,230642.8571,22.85714286,"Single Family Residence, Residential",1934,2,3,7801.0,sqft,"Hot Water, Natural Gas","Central Air, Electric",unknown,295000.0
11356074,11476057,15220,2022/5/1,188627.7778,18.5,"Single Family Residence, Residential",1956,1,3,4051.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,243000.0,15220,2022/5/1,196565.0,14.95,"Single Family Residence, Residential",1966,3,3,5000.0,sqft,"Natural Gas, Baseboard",Central Air,unknown,180000.0
11452899,11476057,15220,2022/5/1,230642.8571,22.85714286,"Single Family Residence, Residential",1934,2,3,7801.0,sqft,"Hot Water, Natural Gas","Central Air, Electric",unknown,295000.0,15220,2022/5/1,196565.0,14.95,"Single Family Residence, Residential",1966,3,3,5000.0,sqft,"Natural Gas, Baseboard",Central Air,unknown,180000.0
11476057,11574243,15220,2022/5/1,196565.0,14.95,"Single Family Residence, Residential",1966,3,3,5000.0,sqft,"Natural Gas, Baseboard",Central Air,unknown,180000.0,15220,2022/5/1,186869.2308,16.0,"Single Family Residence, Residential",1954,1,3,3898.0,sqft,"Forced Air, Natural Gas",Window A/C,unknown,125000.0
11452701,11574012,15220,2022/6/1,201952.0,24.52,"Single Family Residence, Residential",1950,1,2,10650.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,222500.0,15220,2022/6/1,168084.9462,17.39784946,"Single Family Residence, Residential",1954,1,3,4473.0,sqft,Natural Gas,Central Air,unknown,150000.0
11452892,11460053,15220,2022/6/1,299325.641,14.66666667,"Single Family Residence, Residential",1925,3,3,9801.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,265549.0,15220,2022/6/1,307196.7391,10.94565217,"Single Family Residence, Residential",1960,2,3,8450.0,sqft,Natural Gas,Central Air,unknown,320900.0
11342187,11418823,15221,2019/10/1,146981.1176,19.47058824,"Single Family Residence, Residential",1920,1,3,1250.0,sqft,Natural Gas,Central Air,Open Parking,165000.0,15221,2019/10/1,147798.1538,18.46153846,SingleFamily,1965,2,3,7914.0,sqft,Other,Central,Garage - Attached,136000.0
11418823,11419577,15221,2019/10/1,147798.1538,18.46153846,SingleFamily,1965,2,3,7914.0,sqft,Other,Central,Garage - Attached,136000.0,15221,2019/10/1,171601.6923,21.5,SingleFamily,1930,1,5,0.32,Acres,Other,Central,Garage - Attached,165000.0
11456494,11456533,15221,2019/10/1,122667.8,19.0,SingleFamily,1960,2,3,0.34,Acres,Other,Central,unknown,117500.0,15221,2019/10/1,138345.0,20.0,SingleFamily,1930,2,3,4791.0,sqft,"Forced air, Gas",Central,unknown,157000.0
11418943,11475160,15221,2019/7/1,144683.0,14.0,SingleFamily,1952,2,3,0.56,Acres,"Forced air, Gas",Central,unknown,160000.0,15221,2019/7/1,156120.5,15.25,SingleFamily,1935,2,3,0.76,Acres,"Forced air, Gas",Central,unknown,217000.0
11342763,11343180,15221,2019/9/1,251679.1111,22.51851852,SingleFamily,1900,2,4,4081.0,sqft,"Forced air, Gas",Wall,unknown,240000.0,15221,2019/9/1,312038.05,21.0,SingleFamily,1930,2,3,4268.0,sqft,"Other, Gas",Central,unknown,325000.0
11418465,11419445,15221,2020/10/1,175713.6154,17.07692308,"Single Family Residence, Residential",1950,2,4,9452.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,155000.0,15221,2020/10/1,178829.0,18.0,"Single Family Residence, Residential",1960,2,3,9849.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,197000.0
11418966,11455634,15221,2020/10/1,206908.5455,13.81818182,"Single Family Residence, Residential",1968,2,3,9450.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,230000.0,15221,2020/10/1,183517.2,13.9,"Single Family Residence, Residential",1960,2,4,6124.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,164800.0
11419325,11419445,15221,2020/10/1,145374.0,39.0,SingleFamily,1922,2,4,0.4,Acres,"Wood / Pellet, Forced air, Gas",Central,unknown,160000.0,15221,2020/10/1,178829.0,18.0,"Single Family Residence, Residential",1960,2,3,9849.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,197000.0
11419445,11456116,15221,2020/10/1,178829.0,18.0,"Single Family Residence, Residential",1960,2,3,9849.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,197000.0,15221,2020/10/1,152417.7692,31.46153846,"Single Family Residence, Residential",1926,3,4,4822.0,sqft,"Natural Gas, Baseboard",Window A/C,unknown,159900.0
11342058,11342646,15221,2020/11/1,289473.3077,28.61538462,"Single Family Residence, Residential",1900,1,4,2520.0,sqft,"Forced Air, Natural Gas",Electric,unknown,269000.0,15221,2020/11/1,252514.25,46.75,"Single Family Residence, Residential",1910,2,5,4321.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,375000.0
11342058,11342692,15221,2020/11/1,289473.3077,28.61538462,"Single Family Residence, Residential",1900,1,4,2520.0,sqft,"Forced Air, Natural Gas",Electric,unknown,269000.0,15221,2020/11/1,349641.4615,22.0,"Single Family Residence, Residential",1950,2,3,4678.0,sqft,Natural Gas,Central Air,unknown,328000.0
11342058,11343062,15221,2020/11/1,289473.3077,28.61538462,"Single Family Residence, Residential",1900,1,4,2520.0,sqft,"Forced Air, Natural Gas",Electric,unknown,269000.0,15221,2020/11/1,372540.4615,25.23076923,"Single Family Residence, Residential",1925,4,4,4800.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,369000.0
11342646,11342854,15221,2020/11/1,252514.25,46.75,"Single Family Residence, Residential",1910,2,5,4321.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,375000.0,15221,2020/11/1,167696.8,32.2,"Townhouse, Residential",1910,1,2,1864.0,sqft,"Hot Water, Natural Gas","Central Air, Electric",unknown,175000.0
11341569,11455861,15221,2020/12/1,122385.5833,24.0,"Single Family Residence, Residential",1919,2,3,3127.0,sqft,"Forced Air, Natural Gas",Window A/C,unknown,153000.0,15221,2020/12/1,116797.5714,17.85714286,"Single Family Residence, Residential",1954,2,2,7914.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,123000.0
11382164,11419030,15221,2020/12/1,177990.6154,16.15384615,"Single Family Residence, Residential",1955,1,3,9604.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,173500.0,15221,2020/12/1,208881.0,20.2,"Single Family Residence, Residential",1940,3,4,0.57,Acres,"Hot Water, Natural Gas",Central Air,unknown,225000.0
11381368,11418976,15221,2020/3/1,121944.8182,19.63636364,SingleFamily,1960,2,3,4356.0,sqft,"Forced air, Gas",Central,Garage - Attached,122000.0,15221,2020/3/1,126838.0,20.18181818,SingleFamily,1940,3,3,7352.0,sqft,"Forced air, Gas",Central,Garage - Attached,205900.0
11455583,11455632,15221,2020/3/1,116733.7,23.7,SingleFamily,1955,2,4,8524.0,sqft,Other,Central,unknown,109000.0,15221,2020/3/1,137285.5556,22.11111111,SingleFamily,1962,1,3,6000.0,sqft,Other,Central,unknown,139900.0
11455632,11456234,15221,2020/3/1,137285.5556,22.11111111,SingleFamily,1962,1,3,6000.0,sqft,Other,Central,unknown,139900.0,15221,2020/3/1,156608.0,16.0,SingleFamily,1929,4,4,3963.0,sqft,Other,Central,unknown,180000.0
11342822,11455204,15221,2020/4/1,153102.7778,44.77777778,SingleFamily,1910,1,3,1711.0,sqft,"Other, Forced air, Gas",Central,On-street,176400.0,15221,2020/4/1,116065.6,24.3,SingleFamily,1954,1,3,7501.0,sqft,Other,Central,Garage - Attached,124000.0
11342822,11455756,15221,2020/4/1,153102.7778,44.77777778,SingleFamily,1910,1,3,1711.0,sqft,"Other, Forced air, Gas",Central,On-street,176400.0,15221,2020/4/1,112607.5263,30.52631579,SingleFamily,1953,3,3,8319.0,sqft,"Other, Gas",Central,Garage - Attached,112500.0
11418481,11418656,15221,2020/7/1,160866.5,18.5,SingleFamily,1955,4,4,0.27,Acres,Other,Central,unknown,120510.0,15221,2020/7/1,171263.375,26.0,SingleFamily,1940,2,4,0.29,Acres,"Forced air, Gas",Central,unknown,199000.0
11418481,11418799,15221,2020/7/1,160866.5,18.5,SingleFamily,1955,4,4,0.27,Acres,Other,Central,unknown,120510.0,15221,2020/7/1,164205.75,17.5,SingleFamily,1967,3,3,0.25,Acres,Other,Central,unknown,221000.0
11418481,11420690,15221,2020/7/1,160866.5,18.5,SingleFamily,1955,4,4,0.27,Acres,Other,Central,unknown,120510.0,15221,2020/7/1,161867.8,21.8,SingleFamily,1955,3,4,0.89,Acres,Other,Central,unknown,159000.0
11418656,11420690,15221,2020/7/1,171263.375,26.0,SingleFamily,1940,2,4,0.29,Acres,"Forced air, Gas",Central,unknown,199000.0,15221,2020/7/1,161867.8,21.8,SingleFamily,1955,3,4,0.89,Acres,Other,Central,unknown,159000.0
11418656,11421025,15221,2020/7/1,171263.375,26.0,SingleFamily,1940,2,4,0.29,Acres,"Forced air, Gas",Central,unknown,199000.0,15221,2020/7/1,166662.8889,24.77777778,SingleFamily,1952,2,4,10545.0,sqft,Other,Central,unknown,157500.0
11418799,11420690,15221,2020/7/1,164205.75,17.5,SingleFamily,1967,3,3,0.25,Acres,Other,Central,unknown,221000.0,15221,2020/7/1,161867.8,21.8,SingleFamily,1955,3,4,0.89,Acres,Other,Central,unknown,159000.0
11418799,11421025,15221,2020/7/1,164205.75,17.5,SingleFamily,1967,3,3,0.25,Acres,Other,Central,unknown,221000.0,15221,2020/7/1,166662.8889,24.77777778,SingleFamily,1952,2,4,10545.0,sqft,Other,Central,unknown,157500.0
11418881,11421025,15221,2020/7/1,203028.3333,16.66666667,Townhouse,1997,3,2,1575.0,sqft,"Forced air, Gas",Central,unknown,202000.0,15221,2020/7/1,166662.8889,24.77777778,SingleFamily,1952,2,4,10545.0,sqft,Other,Central,unknown,157500.0
11420690,11420843,15221,2020/7/1,161867.8,21.8,SingleFamily,1955,3,4,0.89,Acres,Other,Central,unknown,159000.0,15221,2020/7/1,192880.0,17.0,SingleFamily,1963,3,3,6673.0,sqft,Forced air,Central,unknown,233000.0
11420843,11421025,15221,2020/7/1,192880.0,17.0,SingleFamily,1963,3,3,6673.0,sqft,Forced air,Central,unknown,233000.0,15221,2020/7/1,166662.8889,24.77777778,SingleFamily,1952,2,4,10545.0,sqft,Other,Central,unknown,157500.0
11341680,11342623,15221,2020/8/1,374494.8889,19.22222222,"Single Family Residence, Residential",1918,2,3,3484.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,525000.0,15221,2020/8/1,385520.6667,16.33333333,"Single Family Residence, Residential",1920,2,4,4800.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,419900.0
11382960,11455040,15221,2020/8/1,121150.5,15.66666667,"Single Family Residence, Residential",1951,2,3,7501.0,sqft,Natural Gas,Central Air,unknown,108000.0,15221,2020/8/1,120179.5455,16.0,"Single Family Residence, Residential",1952,1,3,7500.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,130000.0
11382960,11455095,15221,2020/8/1,121150.5,15.66666667,"Single Family Residence, Residential",1951,2,3,7501.0,sqft,Natural Gas,Central Air,unknown,108000.0,15221,2020/8/1,121430.7273,12.54545455,"Single Family Residence, Residential",1952,1,3,8938.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,130000.0
11383249,11454888,15221,2020/8/1,122454.9091,26.36363636,"Single Family Residence, Residential",1954,2,3,7501.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,140000.0,15221,2020/8/1,144870.0,35.0,"Single Family Residence, Residential",1945,2,4,5675.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,189900.0
11419417,11456532,15221,2020/8/1,156717.0,19.0,SingleFamily,1918,3,4,0.43,Acres,"Other, Gas",Central,unknown,205000.0,15221,2020/8/1,149248.6,17.2,"Single Family Residence, Residential",1930,1,3,3393.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,159950.0
11454888,11455040,15221,2020/8/1,144870.0,35.0,"Single Family Residence, Residential",1945,2,4,5675.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,189900.0,15221,2020/8/1,120179.5455,16.0,"Single Family Residence, Residential",1952,1,3,7500.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,130000.0
11454888,11455095,15221,2020/8/1,144870.0,35.0,"Single Family Residence, Residential",1945,2,4,5675.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,189900.0,15221,2020/8/1,121430.7273,12.54545455,"Single Family Residence, Residential",1952,1,3,8938.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,130000.0
11419022,11421096,15221,2020/9/1,184596.0,25.0,"Single Family Residence, Residential",1957,2,3,4495.0,sqft,Natural Gas,Central Air,unknown,200700.0,15221,2020/9/1,148680.3636,17.63636364,"Single Family Residence, Residential",1940,3,3,0.34,Acres,"Forced Air, Natural Gas",Central Air,unknown,154900.0
11421179,11455577,15221,2021/1/1,136658.1818,28.27272727,"Single Family Residence, Residential",1950,2,3,8869.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,150000.0,15221,2021/1/1,123378.0,20.0,SingleFamily,1955,2,3,7801.0,sqft,"Forced air, Gas",Central,unknown,120000.0
11421226,11454801,15221,2021/10/1,142066.6667,20.88888889,"Single Family Residence, Residential",1957,2,3,6499.0,sqft,Natural Gas,Central Air,Attached Garage,180000.0,15221,2021/10/1,145171.4286,38.46938776,"Single Family Residence, Residential",1948,2,3,5998.0,sqft,"Forced Air, Natural Gas",Central Air,Attached Garage,222500.0
11418977,11419238,15221,2021/11/1,180861.5385,35.66666667,"Single Family Residence, Residential",1940,2,3,8394.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,171000.0,15221,2021/11/1,131813.7931,39.8137931,"Single Family Residence, Residential",1950,1,3,6168.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,212000.0
11419238,11456124,15221,2021/11/1,131813.7931,39.8137931,"Single Family Residence, Residential",1950,1,3,6168.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,212000.0,15221,2021/11/1,162696.5517,13.10344828,"Single Family Residence, Residential",1925,2,3,8250.0,sqft,"Hot Water, Natural Gas","Central Air, Electric",unknown,160000.0
11342385,11418442,15221,2021/12/1,152250.0,31.7,"Single Family Residence, Residential",1925,1,2,866.84,sqft,"Forced Air, Natural Gas","Central Air, Electric",Open Parking,169750.0,15221,2021/12/1,165203.0,17.14285714,"Single Family Residence, Residential",1940,4,3,8616.0,sqft,Natural Gas,"Central Air, Electric",Attached Garage,264710.0
11378260,11417093,15221,2021/12/1,89284.74576,61.88135593,"Single Family Residence, Residential",1960,2,3,9252.0,sqft,Natural Gas,Central Air,unknown,170000.0,15221,2021/12/1,131827.5862,22.72413793,"Single Family Residence, Residential",1946,2,3,6080.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,118500.0
11417093,11419523,15221,2021/12/1,131827.5862,22.72413793,"Single Family Residence, Residential",1946,2,3,6080.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,118500.0,15221,2021/12/1,150564.3333,28.38095238,"Single Family Residence, Residential",1947,1,3,0.35,Acres,"Forced Air, Natural Gas",Central Air,unknown,145000.0
11419009,11456090,15221,2021/12/1,227691.0345,13.55862069,"Single Family Residence, Residential",1938,1,3,0.73,Acres,"Forced Air, Natural Gas",Central Air,unknown,263000.0,15221,2021/12/1,191113.7931,22.4137931,"Single Family Residence, Residential",1922,2,4,6599.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,178000.0
11419523,11420757,15221,2021/12/1,150564.3333,28.38095238,"Single Family Residence, Residential",1947,1,3,0.35,Acres,"Forced Air, Natural Gas",Central Air,unknown,145000.0,15221,2021/12/1,207480.0,37.51724138,"Single Family Residence, Residential",1940,2,3,5998.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,285000.0
11419523,11456090,15221,2021/12/1,150564.3333,28.38095238,"Single Family Residence, Residential",1947,1,3,0.35,Acres,"Forced Air, Natural Gas",Central Air,unknown,145000.0,15221,2021/12/1,191113.7931,22.4137931,"Single Family Residence, Residential",1922,2,4,6599.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,178000.0
11419569,11456090,15221,2021/12/1,225964.8276,20.37241379,"Single Family Residence, Residential",1910,2,3,0.33,Acres,"Forced Air, Natural Gas",Central Air,unknown,285000.0,15221,2021/12/1,191113.7931,22.4137931,"Single Family Residence, Residential",1922,2,4,6599.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,178000.0
11420757,11455185,15221,2021/12/1,207480.0,37.51724138,"Single Family Residence, Residential",1940,2,3,5998.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,285000.0,15221,2021/12/1,167356.4286,16.14285714,"Single Family Residence, Residential",1950,1,3,6419.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,159900.0
11420757,11456090,15221,2021/12/1,207480.0,37.51724138,"Single Family Residence, Residential",1940,2,3,5998.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,285000.0,15221,2021/12/1,191113.7931,22.4137931,"Single Family Residence, Residential",1922,2,4,6599.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,178000.0
11420757,72262638,15221,2021/12/1,207480.0,37.51724138,"Single Family Residence, Residential",1940,2,3,5998.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,285000.0,15221,2021/12/1,177244.5205,22.82191781,"Single Family Residence, Residential",2007,1,3,4000.0,sqft,Natural Gas,Central Air,unknown,170000.0
11454782,11456026,15221,2021/12/1,144245.9459,16.48648649,"Single Family Residence, Residential",1950,1,2,5323.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,120750.0,15221,2021/12/1,146465.3061,19.55102041,"Single Family Residence, Residential",1935,2,3,3301.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,149900.0
11455197,11456090,15221,2021/12/1,160225.5238,18.33333333,"Single Family Residence, Residential",1954,2,3,7501.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,140000.0,15221,2021/12/1,191113.7931,22.4137931,"Single Family Residence, Residential",1922,2,4,6599.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,178000.0
11455197,72262638,15221,2021/12/1,160225.5238,18.33333333,"Single Family Residence, Residential",1954,2,3,7501.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,140000.0,15221,2021/12/1,177244.5205,22.82191781,"Single Family Residence, Residential",2007,1,3,4000.0,sqft,Natural Gas,Central Air,unknown,170000.0
11342676,11343162,15221,2021/3/1,361793.0,31.0,"Single Family Residence, Residential",1920,3,4,3120.0,sqft,"Hot Water, Natural Gas",Window A/C,unknown,480000.0,15221,2021/3/1,375969.8571,14.28571429,"Single Family Residence, Residential",1930,2,3,4199.0,sqft,"Radiant, Natural Gas",Central Air,unknown,355000.0
11343130,11343162,15221,2021/3/1,374498.5,24.0,"Single Family Residence, Residential",1926,2,4,3000.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,436750.0,15221,2021/3/1,375969.8571,14.28571429,"Single Family Residence, Residential",1930,2,3,4199.0,sqft,"Radiant, Natural Gas",Central Air,unknown,355000.0
11455159,11456071,15221,2021/3/1,130444.8,14.0,"Single Family Residence, Residential",1950,2,3,6369.0,sqft,Natural Gas,Central Air,unknown,125000.0,15221,2021/3/1,127686.4545,19.09090909,"Single Family Residence, Residential",1940,1,3,3301.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,162500.0
11455159,11456650,15221,2021/3/1,130444.8,14.0,"Single Family Residence, Residential",1950,2,3,6369.0,sqft,Natural Gas,Central Air,unknown,125000.0,15221,2021/3/1,154407.5,19.625,"Single Family Residence, Residential",1960,2,3,6150.0,sqft,"Forced Air, Natural Gas",Window A/C,unknown,176200.0
