zpid_1,zpid_2,zipcode_1,year_month.y_1,zestimate_linear_1,interval_range_linear_1,type_1,yearBuilt_1,bathrooms_1,bedrooms_1,lot_1,lotUnit_1,heating_1,cooling_1,parkingType_1,price.y_1,zipcode_2,year_month.y_2,zestimate_linear_2,interval_range_linear_2,type_2,yearBuilt_2,bathrooms_2,bedrooms_2,lot_2,lotUnit_2,heating_2,cooling_2,parkingType_2,price.y_2,pred_choice,true_choice,correct,price_diff_pct,difficulty,bedrooms_diff,bathrooms_diff,year_diff,lot_diff,bedroom_category,year_category,strat_key,sample_group
11428992,11546023,15236,2020/9/1,151050.5,12.0,"Single Family Residence, Residential",1955,2,2,7731.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,142000.0,15236,2020/9/1,154238.4444,37.44444444,"Single Family Residence, Residential",1985,2,3,8450.0,sqft,Natural Gas,Central Air,unknown,249900.0,2,2.0,True,43.17727090836335,easy,-1,0,-30,-719.0,p2_more,p2_newer,easy_p2_more,correct
11429277,11468437,15236,2020/9/1,185663.5556,15.55555556,"Single Family Residence, Residential",1953,2,3,8999.0,sqft,"Forced Air, Natural Gas",Window A/C,unknown,170900.0,15236,2020/9/1,195124.8,20.4,"Single Family Residence, Residential",1950,2,3,8712.0,sqft,Natural Gas,Central Air,unknown,210560.0,2,2.0,True,18.835486322188448,hard,0,0,3,287.0,equal,p1_slight,hard_equal,correct
11429277,11546023,15236,2020/9/1,185663.5556,15.55555556,"Single Family Residence, Residential",1953,2,3,8999.0,sqft,"Forced Air, Natural Gas",Window A/C,unknown,170900.0,15236,2020/9/1,154238.4444,37.44444444,"Single Family Residence, Residential",1985,2,3,8450.0,sqft,Natural Gas,Central Air,unknown,249900.0,2,2.0,True,31.612645058023208,medium,0,0,-32,549.0,equal,p2_newer,medium_equal,correct
11430079,11468437,15236,2020/9/1,165113.7273,14.81818182,"Single Family Residence, Residential",1947,1,3,6500.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,163000.0,15236,2020/9/1,195124.8,20.4,"Single Family Residence, Residential",1950,2,3,8712.0,sqft,Natural Gas,Central Air,unknown,210560.0,2,2.0,True,22.587386018237083,hard,0,-1,-3,-2212.0,equal,similar,hard_equal,correct
11430079,11546023,15236,2020/9/1,165113.7273,14.81818182,"Single Family Residence, Residential",1947,1,3,6500.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,163000.0,15236,2020/9/1,154238.4444,37.44444444,"Single Family Residence, Residential",1985,2,3,8450.0,sqft,Natural Gas,Central Air,unknown,249900.0,2,2.0,True,34.77390956382553,medium,0,-1,-38,-1950.0,equal,p2_newer,medium_equal,correct
11467578,11508239,15236,2020/9/1,132726.6,34.3,"Single Family Residence, Residential",1947,2,3,7453.0,sqft,"Natural Gas, Heat Pump",Central Air,unknown,174900.0,15236,2020/9/1,139674.0,16.4,"Single Family Residence, Residential",1954,2,2,8300.0,sqft,Natural Gas,"Central Air, Electric",unknown,129000.0,1,1.0,True,26.243567753001717,medium,1,0,-7,-847.0,p1_slight,similar,medium_p1_slight,correct
11469315,11546023,15236,2020/9/1,165868.0,16.0,"Single Family Residence, Residential",1955,3,3,5998.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,195000.0,15236,2020/9/1,154238.4444,37.44444444,"Single Family Residence, Residential",1985,2,3,8450.0,sqft,Natural Gas,Central Air,unknown,249900.0,2,2.0,True,21.968787515006003,hard,0,1,-30,-2452.0,equal,p2_newer,hard_equal,correct
11469405,11546023,15236,2020/9/1,136662.4615,23.07692308,"Single Family Residence, Residential",1942,1,2,6000.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,155000.0,15236,2020/9/1,154238.4444,37.44444444,"Single Family Residence, Residential",1985,2,3,8450.0,sqft,Natural Gas,Central Air,unknown,249900.0,2,2.0,True,37.975190076030415,medium,-1,-1,-43,-2450.0,p2_more,p2_newer,medium_p2_more,correct
11470177,11507897,15236,2020/9/1,208438.1538,16.46153846,"Single Family Residence, Residential",1956,2,3,0.61,Acres,"Forced Air, Natural Gas",Central Air,unknown,228000.0,15236,2020/9/1,240820.6,20.8,SingleFamily,1963,3,3,10534.0,sqft,"Forced air, Gas",Central,unknown,275000.0,2,2.0,True,17.09090909090909,hard,0,-1,-7,-10533.39,equal,similar,hard_equal,correct
11506724,11507302,15236,2020/9/1,187747.7273,22.90909091,"Single Family Residence, Residential",1955,3,5,6240.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,270000.0,15236,2020/9/1,190964.0,18.0,"Single Family Residence, Residential",1955,3,3,0.25,Acres,"Forced Air, Natural Gas",Central Air,unknown,215111.0,1,1.0,True,20.32925925925926,hard,2,0,0,6239.75,p1_much,similar,hard_p1_much,correct
11391143,11468379,15236,2021/1/1,133933.5385,11.23076923,"Townhouse, Residential",1994,2,2,2336.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,127500.0,15236,2021/1/1,155246.5385,21.15384615,"Single Family Residence, Residential",1940,2,2,7971.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,225000.0,2,2.0,True,43.333333333333336,easy,0,0,54,-5635.0,equal,p1_much,easy_equal,correct
11430478,11546501,15236,2021/1/1,210443.4,16.2,"Single Family Residence, Residential",1948,2,3,9879.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,204160.0,15236,2021/1/1,196426.6154,16.0,"Single Family Residence, Residential",1958,2,3,946.64,sqft,"Forced Air, Natural Gas",Central Air,unknown,140000.0,1,1.0,True,31.426332288401255,medium,0,0,-10,8932.36,equal,similar,medium_equal,correct
11468513,11507007,15236,2021/1/1,198309.2727,13.27272727,"Single Family Residence, Residential",1956,2,3,6577.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,189000.0,15236,2021/1/1,170899.8462,16.92307692,"Single Family Residence, Residential",1941,1,3,0.25,Acres,"Forced Air, Natural Gas",Central Air,unknown,156000.0,1,1.0,True,17.46031746031746,hard,0,1,15,6576.75,equal,p1_slight,hard_equal,correct
11394023,11470131,15236,2021/10/1,190577.9661,14.23728814,"Single Family Residence, Residential",1948,1,3,9217.0,sqft,"Forced Air, Natural Gas","Attic Fan, Central Air",unknown,187000.0,15236,2021/10/1,169900.0,29.2739726,"Single Family Residence, Residential",1956,2,3,7500.0,sqft,"Hot Water, Natural Gas",Central Air,unknown,240000.0,2,2.0,True,22.083333333333332,hard,0,-1,-8,1717.0,equal,similar,hard_equal,correct
11394023,11506473,15236,2021/10/1,190577.9661,14.23728814,"Single Family Residence, Residential",1948,1,3,9217.0,sqft,"Forced Air, Natural Gas","Attic Fan, Central Air",unknown,187000.0,15236,2021/10/1,219317.2414,16.79310345,"Single Family Residence, Residential",1938,3,3,7871.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,287000.0,2,2.0,True,34.84320557491289,medium,0,-2,10,1346.0,equal,p1_slight,medium_equal,correct
11428303,11470081,15236,2021/10/1,123713.5593,33.49152542,"Single Family Residence, Residential",1947,1,2,0.28,Acres,"Forced Air, Natural Gas","Window A/C, Central Air",unknown,115000.0,15236,2021/10/1,171556.8493,49.98630137,"Single Family Residence, Residential",1920,2,3,7000.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,149999.0,2,2.0,True,23.33282221881479,hard,-1,-1,27,-6999.72,p2_more,p1_much,hard_p2_more,correct
11429833,11506473,15236,2021/10/1,226313.5593,15.76271186,"Single Family Residence, Residential",1957,2,3,6500.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,225000.0,15236,2021/10/1,219317.2414,16.79310345,"Single Family Residence, Residential",1938,3,3,7871.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,287000.0,2,2.0,True,21.602787456445995,hard,0,-1,19,-1371.0,equal,p1_slight,hard_equal,correct
11430591,11470131,15236,2021/10/1,174706.7797,30.0,"Single Family Residence, Residential",1955,1,3,0.38,Acres,"Forced Air, Natural Gas",Central Air,unknown,200000.0,15236,2021/10/1,169900.0,29.2739726,"Single Family Residence, Residential",1956,2,3,7500.0,sqft,"Hot Water, Natural Gas",Central Air,unknown,240000.0,2,2.0,True,16.666666666666664,hard,0,-1,-1,-7499.62,equal,similar,hard_equal,correct
11430591,11506473,15236,2021/10/1,174706.7797,30.0,"Single Family Residence, Residential",1955,1,3,0.38,Acres,"Forced Air, Natural Gas",Central Air,unknown,200000.0,15236,2021/10/1,219317.2414,16.79310345,"Single Family Residence, Residential",1938,3,3,7871.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,287000.0,2,2.0,True,30.313588850174217,medium,0,-2,17,-7870.62,equal,p1_slight,medium_equal,correct
11467633,11470131,15236,2021/10/1,179693.1034,10.55172414,"Single Family Residence, Residential",1942,1,3,0.25,Acres,"Forced Air, Natural Gas",Central Air,unknown,175000.0,15236,2021/10/1,169900.0,29.2739726,"Single Family Residence, Residential",1956,2,3,7500.0,sqft,"Hot Water, Natural Gas",Central Air,unknown,240000.0,2,2.0,True,27.083333333333332,medium,0,-1,-14,-7499.75,equal,similar,medium_equal,correct
11467633,11470528,15236,2021/10/1,179693.1034,10.55172414,"Single Family Residence, Residential",1942,1,3,0.25,Acres,"Forced Air, Natural Gas",Central Air,unknown,175000.0,15236,2021/10/1,201120.339,19.66101695,"Single Family Residence, Residential",1956,2,2,0.26,Acres,"Forced Air, Natural Gas",Central Air,unknown,215000.0,2,2.0,True,18.6046511627907,hard,1,-1,-14,-0.010000000000000009,p1_slight,similar,hard_p1_slight,correct
11469648,11469737,15236,2021/10/1,203495.2381,10.0,"Single Family Residence, Residential",1950,1,2,6599.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,180000.0,15236,2021/10/1,214400.0,11.65517241,"Single Family Residence, Residential",1949,3,3,3162.0,sqft,Natural Gas,Central Air,unknown,216500.0,2,2.0,True,16.859122401847575,hard,-1,-2,1,3437.0,p2_more,p1_slight,hard_p2_more,correct
11469648,11470131,15236,2021/10/1,203495.2381,10.0,"Single Family Residence, Residential",1950,1,2,6599.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,180000.0,15236,2021/10/1,169900.0,29.2739726,"Single Family Residence, Residential",1956,2,3,7500.0,sqft,"Hot Water, Natural Gas",Central Air,unknown,240000.0,2,2.0,True,25.0,hard,-1,-1,-6,-901.0,p2_more,similar,hard_p2_more,correct
11469648,11506473,15236,2021/10/1,203495.2381,10.0,"Single Family Residence, Residential",1950,1,2,6599.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,180000.0,15236,2021/10/1,219317.2414,16.79310345,"Single Family Residence, Residential",1938,3,3,7871.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,287000.0,2,2.0,True,37.282229965156795,medium,-1,-2,12,-1272.0,p2_more,p1_slight,medium_p2_more,correct
11469708,11506473,15236,2021/10/1,198241.3793,11.55172414,"Single Family Residence, Residential",1953,2,3,6873.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,205000.0,15236,2021/10/1,219317.2414,16.79310345,"Single Family Residence, Residential",1938,3,3,7871.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,287000.0,2,2.0,True,28.57142857142857,medium,0,-1,15,-998.0,equal,p1_slight,medium_equal,correct
11469737,11506473,15236,2021/10/1,214400.0,11.65517241,"Single Family Residence, Residential",1949,3,3,3162.0,sqft,Natural Gas,Central Air,unknown,216500.0,15236,2021/10/1,219317.2414,16.79310345,"Single Family Residence, Residential",1938,3,3,7871.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,287000.0,2,2.0,True,24.56445993031359,hard,0,0,11,-4709.0,equal,p1_slight,hard_equal,correct
11469737,11546535,15236,2021/10/1,214400.0,11.65517241,"Single Family Residence, Residential",1949,3,3,3162.0,sqft,Natural Gas,Central Air,unknown,216500.0,15236,2021/10/1,192693.2203,12.79661017,"Single Family Residence, Residential",1958,2,3,0.26,Acres,"Forced Air, Natural Gas",Central Air,unknown,175000.0,1,1.0,True,19.168591224018474,hard,0,1,-9,3161.74,equal,similar,hard_equal,correct
11470081,11470131,15236,2021/10/1,171556.8493,49.98630137,"Single Family Residence, Residential",1920,2,3,7000.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,149999.0,15236,2021/10/1,169900.0,29.2739726,"Single Family Residence, Residential",1956,2,3,7500.0,sqft,"Hot Water, Natural Gas",Central Air,unknown,240000.0,2,2.0,True,37.500416666666666,medium,0,0,-36,-500.0,equal,p2_newer,medium_equal,correct
11470081,11508011,15236,2021/10/1,171556.8493,49.98630137,"Single Family Residence, Residential",1920,2,3,7000.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,149999.0,15236,2021/10/1,191703.4483,10.84482759,"Single Family Residence, Residential",1955,2,3,7148.0,sqft,Natural Gas,Central Air,unknown,199000.0,2,2.0,True,24.62361809045226,hard,0,0,-35,-148.0,equal,p2_newer,hard_equal,correct
11470528,11506473,15236,2021/10/1,201120.339,19.66101695,"Single Family Residence, Residential",1956,2,2,0.26,Acres,"Forced Air, Natural Gas",Central Air,unknown,215000.0,15236,2021/10/1,219317.2414,16.79310345,"Single Family Residence, Residential",1938,3,3,7871.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,287000.0,2,2.0,True,25.087108013937282,medium,-1,-1,18,-7870.74,p2_more,p1_slight,medium_p2_more,correct
11506473,11507180,15236,2021/10/1,219317.2414,16.79310345,"Single Family Residence, Residential",1938,3,3,7871.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,287000.0,15236,2021/10/1,245014.1892,15.87837838,"Single Family Residence, Residential",1956,2,3,0.26,Acres,"Forced Air, Natural Gas",Central Air,unknown,235000.0,1,1.0,True,18.118466898954704,hard,0,1,-18,7870.74,equal,similar,hard_equal,correct
11506473,11508011,15236,2021/10/1,219317.2414,16.79310345,"Single Family Residence, Residential",1938,3,3,7871.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,287000.0,15236,2021/10/1,191703.4483,10.84482759,"Single Family Residence, Residential",1955,2,3,7148.0,sqft,Natural Gas,Central Air,unknown,199000.0,1,1.0,True,30.66202090592334,medium,0,1,-17,723.0,equal,similar,medium_equal,correct
11506473,11546535,15236,2021/10/1,219317.2414,16.79310345,"Single Family Residence, Residential",1938,3,3,7871.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,287000.0,15236,2021/10/1,192693.2203,12.79661017,"Single Family Residence, Residential",1958,2,3,0.26,Acres,"Forced Air, Natural Gas",Central Air,unknown,175000.0,1,1.0,True,39.02439024390244,medium,0,1,-20,7870.74,equal,p2_newer,medium_equal,correct
11393000,11428355,15236,2021/11/1,218175.6944,28.07638889,"Single Family Residence, Residential",1950,3,4,0.26,Acres,"Forced Air, Natural Gas","Central Air, Electric",unknown,210000.0,15236,2021/11/1,271906.8966,22.10344828,"Single Family Residence, Residential",1959,3,4,9000.0,sqft,"Hot Water, Natural Gas",Central Air,unknown,275750.0,2,2.0,True,23.84406165004533,hard,0,0,-9,-8999.74,equal,similar,hard_equal,correct
11393000,11428772,15236,2021/11/1,218175.6944,28.07638889,"Single Family Residence, Residential",1950,3,4,0.26,Acres,"Forced Air, Natural Gas","Central Air, Electric",unknown,210000.0,15236,2021/11/1,252138.9831,24.71186441,"Single Family Residence, Residential",1958,2,4,9099.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,265000.0,2,2.0,True,20.754716981132077,hard,0,1,-8,-9098.74,equal,similar,hard_equal,correct
11393000,11470357,15236,2021/11/1,218175.6944,28.07638889,"Single Family Residence, Residential",1950,3,4,0.26,Acres,"Forced Air, Natural Gas","Central Air, Electric",unknown,210000.0,15236,2021/11/1,197542.8571,26.19047619,"Single Family Residence, Residential",1958,1,3,0.28,Acres,"Forced Air, Natural Gas",Central Air,unknown,255675.0,2,2.0,True,17.864476386036962,hard,1,2,-8,-0.020000000000000018,p1_slight,similar,hard_p1_slight,correct
11393609,11470357,15236,2021/11/1,166288.8889,23.55555556,"Single Family Residence, Residential",1923,2,2,0.49,Acres,Natural Gas,Central Air,unknown,190000.0,15236,2021/11/1,197542.8571,26.19047619,"Single Family Residence, Residential",1958,1,3,0.28,Acres,"Forced Air, Natural Gas",Central Air,unknown,255675.0,2,2.0,True,25.686907206414393,medium,-1,1,-35,0.20999999999999996,p2_more,p2_newer,medium_p2_more,correct
11393609,11546586,15236,2021/11/1,166288.8889,23.55555556,"Single Family Residence, Residential",1923,2,2,0.49,Acres,Natural Gas,Central Air,unknown,190000.0,15236,2021/11/1,180032.2034,25.50847458,"Single Family Residence, Residential",1960,2,3,8433.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,235000.0,2,2.0,True,19.148936170212767,hard,-1,0,-37,-8432.51,p2_more,p2_newer,hard_p2_more,correct
11428218,11428241,15236,2021/11/1,188788.1356,10.74576271,"Single Family Residence, Residential",1970,2,4,5998.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,191000.0,15236,2021/11/1,215166.6667,24.66666667,"Single Family Residence, Residential",1951,2,3,0.26,Acres,"Forced Air, Natural Gas",Central Air,unknown,243900.0,2,2.0,True,21.689216892168922,hard,1,0,19,5997.74,p1_slight,p1_slight,hard_p1_slight,correct
11469525,11470357,15236,2021/11/1,166380.9524,29.55782313,"Single Family Residence, Residential",1955,2,2,8455.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,195000.0,15236,2021/11/1,197542.8571,26.19047619,"Single Family Residence, Residential",1958,1,3,0.28,Acres,"Forced Air, Natural Gas",Central Air,unknown,255675.0,2,2.0,True,23.731299501320034,hard,-1,1,-3,8454.72,p2_more,similar,hard_p2_more,correct
11354957,11467922,15236,2021/12/1,138797.1831,11.83802817,"Townhouse, Residential",1983,2,2,1230.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,137500.0,15236,2021/12/1,164991.8367,24.34693878,"Single Family Residence, Residential",1948,2,2,5998.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,170000.0,2,2.0,True,19.11764705882353,hard,0,0,35,-4768.0,equal,p1_much,hard_equal,correct
11354957,11469446,15236,2021/12/1,138797.1831,11.83802817,"Townhouse, Residential",1983,2,2,1230.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,137500.0,15236,2021/12/1,160163.2653,36.28571429,"Single Family Residence, Residential",1951,2,2,0.29,Acres,"Forced Air, Natural Gas",Central Air,unknown,170000.0,2,2.0,True,19.11764705882353,hard,0,0,32,1229.71,equal,p1_much,hard_equal,correct
11354957,11469767,15236,2021/12/1,138797.1831,11.83802817,"Townhouse, Residential",1983,2,2,1230.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,137500.0,15236,2021/12/1,160706.1224,24.32653061,"Single Family Residence, Residential",1957,2,3,5963.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,170000.0,2,2.0,True,19.11764705882353,hard,-1,0,26,-4733.0,p2_more,p1_much,hard_p2_more,correct
11392971,11508135,15236,2021/12/1,214393.75,14.72222222,"Single Family Residence, Residential",1950,2,2,0.29,Acres,"Forced Air, Natural Gas",Central Air,unknown,224000.0,15236,2021/12/1,239939.8649,22.26351351,"Single Family Residence, Residential",1970,3,3,8411.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,315000.0,2,2.0,True,28.888888888888886,medium,-1,-1,-20,-8410.71,p2_more,p2_newer,medium_p2_more,correct
11392971,11547178,15236,2021/12/1,214393.75,14.72222222,"Single Family Residence, Residential",1950,2,2,0.29,Acres,"Forced Air, Natural Gas",Central Air,unknown,224000.0,15236,2021/12/1,214574.4361,26.9924812,"Single Family Residence, Residential",1953,2,3,9448.0,sqft,Natural Gas,Central Air,unknown,278900.0,2,2.0,True,19.684474722122623,hard,-1,0,-3,-9447.71,p2_more,similar,hard_p2_more,correct
11394246,11508135,15236,2021/12/1,233412.5,14.375,"Single Family Residence, Residential",1949,3,3,0.36,Acres,"Forced Air, Natural Gas","Central Air, Electric",unknown,194900.0,15236,2021/12/1,239939.8649,22.26351351,"Single Family Residence, Residential",1970,3,3,8411.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,315000.0,2,2.0,True,38.12698412698413,medium,0,0,-21,-8410.64,equal,p2_newer,medium_equal,correct
11469446,11469544,15236,2021/12/1,160163.2653,36.28571429,"Single Family Residence, Residential",1951,2,2,0.29,Acres,"Forced Air, Natural Gas",Central Air,unknown,170000.0,15236,2021/12/1,208428.5714,19.55102041,"Single Family Residence, Residential",1956,2,3,6000.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,230000.0,2,2.0,True,26.08695652173913,medium,-1,0,-5,-5999.71,p2_more,similar,medium_p2_more,correct
11469446,11547178,15236,2021/12/1,160163.2653,36.28571429,"Single Family Residence, Residential",1951,2,2,0.29,Acres,"Forced Air, Natural Gas",Central Air,unknown,170000.0,15236,2021/12/1,214574.4361,26.9924812,"Single Family Residence, Residential",1953,2,3,9448.0,sqft,Natural Gas,Central Air,unknown,278900.0,2,2.0,True,39.0462531373252,medium,-1,0,-2,-9447.71,p2_more,similar,medium_p2_more,correct
11469544,11547178,15236,2021/12/1,208428.5714,19.55102041,"Single Family Residence, Residential",1956,2,3,6000.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,230000.0,15236,2021/12/1,214574.4361,26.9924812,"Single Family Residence, Residential",1953,2,3,9448.0,sqft,Natural Gas,Central Air,unknown,278900.0,2,2.0,True,17.533166009322336,hard,0,0,3,-3448.0,equal,p1_slight,hard_equal,correct
11469782,11547178,15236,2021/12/1,193627.5862,14.68965517,"Single Family Residence, Residential",1958,2,3,2360.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,166667.0,15236,2021/12/1,214574.4361,26.9924812,"Single Family Residence, Residential",1953,2,3,9448.0,sqft,Natural Gas,Central Air,unknown,278900.0,2,2.0,True,40.24130512728576,easy,0,0,5,-7088.0,equal,p1_slight,easy_equal,correct
11507886,11508135,15236,2021/12/1,271113.5135,13.24324324,"Single Family Residence, Residential",1960,3,4,8102.0,sqft,"Radiant, Electric",Electric,unknown,245000.0,15236,2021/12/1,239939.8649,22.26351351,"Single Family Residence, Residential",1970,3,3,8411.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,315000.0,2,2.0,True,22.22222222222222,hard,1,0,-10,-309.0,p1_slight,similar,hard_p1_slight,correct
11507886,11508465,15236,2021/12/1,271113.5135,13.24324324,"Single Family Residence, Residential",1960,3,4,8102.0,sqft,"Radiant, Electric",Electric,unknown,245000.0,15236,2021/12/1,283797.2973,21.78378378,"Single Family Residence, Residential",1956,3,4,9496.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,367525.0,2,2.0,True,33.33786817223318,medium,0,0,4,-1394.0,equal,p1_slight,medium_equal,correct
11357135,11467731,15236,2021/2/1,189979.4,21.0,"Townhouse, Residential",1999,3,2,2926.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,192500.0,15236,2021/2/1,228388.2,29.6,"Single Family Residence, Residential",1960,5,3,0.34,Acres,Natural Gas,Central Air,unknown,257000.0,2,2.0,True,25.09727626459144,medium,-1,-2,39,2925.66,p2_more,p1_much,medium_p2_more,correct
11357135,11468782,15236,2021/2/1,189979.4,21.0,"Townhouse, Residential",1999,3,2,2926.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,192500.0,15236,2021/2/1,195782.8462,22.23076923,"Single Family Residence, Residential",1951,3,4,7801.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,328000.0,2,2.0,True,41.3109756097561,easy,-2,0,48,-4875.0,p2_more,p1_much,easy_p2_more,correct
11357135,11506337,15236,2021/2/1,189979.4,21.0,"Townhouse, Residential",1999,3,2,2926.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,192500.0,15236,2021/2/1,168121.0,21.0,"Single Family Residence, Residential",1956,2,3,7801.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,239900.0,2,2.0,True,19.75823259691538,hard,-1,1,43,-4875.0,p2_more,p1_much,hard_p2_more,correct
11357386,11429090,15236,2021/2/1,271523.6,12.4,"Townhouse, Residential",1997,3,2,4181.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,230000.0,15236,2021/2/1,237404.8462,16.92307692,"Single Family Residence, Residential",1955,2,3,9618.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,290000.0,2,2.0,True,20.689655172413794,hard,-1,1,42,-5437.0,p2_more,p1_much,hard_p2_more,correct
11393121,11467731,15236,2021/2/1,189125.0,18.0,"Single Family Residence, Residential",1950,2,3,8999.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,160000.0,15236,2021/2/1,228388.2,29.6,"Single Family Residence, Residential",1960,5,3,0.34,Acres,Natural Gas,Central Air,unknown,257000.0,2,2.0,True,37.7431906614786,medium,0,-3,-10,8998.66,equal,similar,medium_equal,correct
11393121,11506337,15236,2021/2/1,189125.0,18.0,"Single Family Residence, Residential",1950,2,3,8999.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,160000.0,15236,2021/2/1,168121.0,21.0,"Single Family Residence, Residential",1956,2,3,7801.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,239900.0,2,2.0,True,33.30554397665694,medium,0,0,-6,1198.0,equal,similar,medium_equal,correct
11393121,11506984,15236,2021/2/1,189125.0,18.0,"Single Family Residence, Residential",1950,2,3,8999.0,sqft,"Forced Air, Natural Gas","Central Air, Electric",unknown,160000.0,15236,2021/2/1,191165.0,25.0,"Single Family Residence, Residential",1939,2,4,7880.0,sqft,Natural Gas,Central Air,unknown,193000.0,2,2.0,True,17.098445595854923,hard,-1,0,11,1119.0,p2_more,p1_slight,hard_p2_more,correct
11429090,11470240,15236,2021/2/1,237404.8462,16.92307692,"Single Family Residence, Residential",1955,2,3,9618.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,290000.0,15236,2021/2/1,231044.375,20.625,SingleFamily,1955,2,2,0.56,Acres,"Forced air, Gas",Central,unknown,210000.0,1,1.0,True,27.586206896551722,medium,1,0,0,9617.44,p1_slight,similar,medium_p1_slight,correct
11467731,11468782,15236,2021/2/1,228388.2,29.6,"Single Family Residence, Residential",1960,5,3,0.34,Acres,Natural Gas,Central Air,unknown,257000.0,15236,2021/2/1,195782.8462,22.23076923,"Single Family Residence, Residential",1951,3,4,7801.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,328000.0,2,2.0,True,21.646341463414632,hard,-1,2,9,-7800.66,p2_more,p1_slight,hard_p2_more,correct
11467731,11470158,15236,2021/2/1,228388.2,29.6,"Single Family Residence, Residential",1960,5,3,0.34,Acres,Natural Gas,Central Air,unknown,257000.0,15236,2021/2/1,182916.5333,14.13333333,"Single Family Residence, Residential",1960,2,3,8799.0,sqft,"Forced Air, Natural Gas",Central Air,unknown,212000.0,1,1.0,True,17.509727626459142,hard,0,3,0,-8798.66,equal,similar,hard_equal,correct
11467731,11470240,15236,2021/2/1,228388.2,29.6,"Single Family Residence, Residential",1960,5,3,0.34,Acres,Natural Gas,Central Air,unknown,257000.0,15236,2021/2/1,231044.375,20.625,SingleFamily,1955,2,2,0.56,Acres,"Forced air, Gas",Central,unknown,210000.0,1,1.0,True,18.28793774319066,hard,1,3,5,-0.22000000000000003,p1_slight,p1_slight,hard_p1_slight,correct
11467731,11506984,15236,2021/2/1,228388.2,29.6,"Single Family Residence, Residential",1960,5,3,0.34,Acres,Natural Gas,Central Air,unknown,257000.0,15236,2021/2/1,191165.0,25.0,"Single Family Residence, Residential",1939,2,4,7880.0,sqft,Natural Gas,Central Air,unknown,193000.0,1,1.0,True,24.90272373540856,hard,-1,3,21,-7879.66,p2_more,p1_much,hard_p2_more,correct
